"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"The Dawning Archaic","","M","9399","1.89","4037","1.88","21294","85.3%","52.2%","3408","47.4%","6881","56.9%","10289","53.8%","10574","49.9%","3.9pp"
"Rancorous Archaic","","C","355664","7.38","47134","10.60","83642","28.3%","51.3%","13843","48.8%","25700","56.2%","39543","53.6%","43225","49.0%","4.6pp"
"Sundering Archaic","","U","108178","4.45","29324","5.45","141633","75.2%","55.6%","23274","53.7%","44353","61.6%","67627","58.8%","70851","51.9%","6.9pp"
"Together as One","","R","19455","2.00","13552","1.95","78865","87.6%","58.1%","13339","61.5%","23934","67.9%","37273","65.6%","38409","49.6%","16.0pp"
"Transcendent Archaic","","U","126876","5.32","24657","7.08","92301","59.4%","53.7%","15174","52.0%","28507","59.6%","43681","57.0%","47078","50.1%","6.8pp"
"Ajani's Response","W","C","256503","4.57","54805","5.97","296434","83.3%","56.6%","50278","55.2%","81908","59.0%","132186","57.6%","161578","55.7%","1.8pp"
"Antiquities on the Loose","W","R","19268","1.92","12091","1.91","73686","90.7%","59.4%","13177","65.2%","19726","63.5%","32903","64.2%","40222","55.2%","9.0pp"
"Ascendant Dustspeaker","W","C","323725","6.22","48706","8.76","177554","56.4%","55.9%","29092","53.5%","48550","56.4%","77642","55.3%","99862","56.2%","-0.9pp"
"Daydream","W","U","137197","6.40","15951","9.53","22345","22.1%","51.1%","3734","47.7%","5613","49.6%","9347","48.8%","12942","52.7%","-3.9pp"
"Dig Site Inventory","W","C","299412","5.64","47738","7.75","209106","67.8%","55.8%","35087","54.7%","50913","55.8%","86000","55.4%","122680","56.2%","-0.8pp"
"Eager Glyphmage","W","C","322635","6.25","52107","8.60","198157","58.5%","56.6%","33578","55.7%","51690","56.1%","85268","56.0%","112332","57.1%","-1.1pp"
"Elite Interceptor","W","C","227979","4.17","66051","4.87","388600","89.2%","58.3%","71219","60.8%","100962","58.2%","172181","59.2%","215068","57.5%","1.8pp"
"Emeritus of Truce","W","M","9189","1.84","4992","1.84","28230","87.4%","56.6%","4983","59.2%","7568","58.0%","12551","58.5%","15567","55.1%","3.4pp"
"Ennis, Debate Moderator","W","U","120577","5.44","16070","7.71","49563","48.7%","52.8%","8784","48.2%","12496","51.2%","21280","50.0%","28170","54.9%","-5.0pp"
"Erode","W","R","26741","2.54","8641","2.80","46872","85.2%","55.3%","8069","52.9%","12718","58.2%","20787","56.2%","25678","54.6%","1.6pp"
